"","text","screen_name","user_id","created_at","favourite_count","retweet_count","location","followers_count","friends_count","account_lang"
"3144","RT @pocoyo: HELLO MY FRIEND! 🤗  Pocoyo's great adventure is coming.   
A family, fun, imaginative and MULTIPLAYER party! 😱 🎮
It's Pocoyo Pa…","MrDentonWasTakn",1369481639349346304,"2021-03-10 02:54:01",0,62,"Virgin Islands, USA",102,766,NA
"3145","@bkkotarou trump x obama fanfic with hilary as the third party but trump goes missing and now hilary and obama are… https://t.co/K4JrfPg1Rc","miwakisser",1369481637700923392,"2021-03-10 02:54:00",0,0,"swag central",169,155,NA
"3146","Stuff like John Ralston throwing a temper tantrum after the left wing of the Nevada Democrats won control of the pa… https://t.co/wA75xiImy5","girlhomopossum",1369481636367245312,"2021-03-10 02:54:00",1,0,"Bozeman, MT",101,56,NA
"3147","@Rui_FFG @FallenAngel00me @XboxTheory @Catarsia2 @astaranx I think that you are missing his sarcasm. Having somethi… https://t.co/aD0T2EDX4q","CRO_KRETEN",1369481633657741312,"2021-03-10 02:53:59",0,0,"",17,551,NA
"3148","@JrBrew 764-0826. And we had a party line.","CarrieSweet2017",1369481632445530112,"2021-03-10 02:53:59",1,0,"Michigan, USA",5023,4237,NA
"3149","Republicans are literally trying to legislate and gerrymander the democratic party out of existence and the democra… https://t.co/Lhf0gmtfAT","NMJMRedux",1369481628225970176,"2021-03-10 02:53:58",0,0,"San Diego",217,191,NA
"3150","@jenny2x4 Shame on you comparing a corporate party's shill to arch-capitalism disrupters.","WardWaldes",1369481625533308928,"2021-03-10 02:53:57",1,0,"Brooklyn, NY",512,629,NA
"3151","@TimesNow @BJP4India is Balatkari Janta Party and anti women, thats why they have problem with Jai Maa Durga chant.… https://t.co/LsdsEE40IH","NonBhaktIndian",1369481622815318016,"2021-03-10 02:53:57",0,0,"",69,364,NA
"3152","Lose in a shootout, what am I gonna do with all this paella I was taking to the airport for the welcome back party??","SteveO145",1369481622249148416,"2021-03-10 02:53:57",0,0,"Williamsville, NY",101,301,NA
"3153","RT @RastaLion1131: @LehomesGuy @ShamsCharania I’m simple...I don’t wnt to disrespect or offend any1 else. If drawing a depiction of Muhamma…","LehomesGuy",1369481621812953088,"2021-03-10 02:53:57",0,1,"",1483,1610,NA
"3154","RT @TheCaveMugsboro: The wonderful welcome given to Jeremy Corbyn as he made his way on stage at the 2018 Labour Party Conference in Liverp…","Captain_Vad",1369481619321597952,"2021-03-10 02:53:56",0,29,"Tory Island SOS",9541,8353,NA
"3155","RT @AriTheDon: Don’t nobody party and have as much fun as me and my friends. I love it here 😂🥲🥳","tynisha_terrell",1369481617576693760,"2021-03-10 02:53:56",0,898,"",2,23,NA
"3156","@ErinRichardso26 @BrettHudson It's what my brother and his wife did. We are still waiting on the epic party, but wh… https://t.co/RFwOxG2fCa","AlanAlthaus",1369481617283112960,"2021-03-10 02:53:55",0,0,"Des Moines IA",248,733,NA
"3157","RT @Latte_0125sho: Please play ""Whenever You Call"" 
by ARASHI. This song was provided 
by Bruno Mars.

REQUEST @arashi5official @MTV #Frida…","gYMAPdfEbXPu5gQ",1369481608286281728,"2021-03-10 02:53:53",0,1,"",57,124,NA
"3158","RT @WeTheVoters2013: Morrison must be under pressure- now giving away Lib party election strategy.

Via @johnshakespeare #auspol https://t.…","SupergranIsBack",1369481593056854016,"2021-03-10 02:53:50",0,17,"Australia",1112,1258,NA
"3159","@Kybreezyy nah say what doesn’t add up... what does his political party have to do with anything? are you just gene… https://t.co/K5uELKqBZL","BiscayneBam",1369481589202313216,"2021-03-10 02:53:49",1,0,"42 Wallaby Way Sydney",3221,1916,NA
"3160","RT @SainiSu32642563: #98चयनित_शिक्षक @INCIndia @aajtak @INCIndia @BJP4India @RajCMO @zeerajasthan_ @DChaurasia2312
It is true that Congress…","shigh_govind",1369481588971507712,"2021-03-10 02:53:49",0,4,"",98,145,NA
"3161","RT @GabrielMasi_: The candidate that is most committed to leading the party left will have my vote. No more status-quo.","Blurg5",1369481588594024448,"2021-03-10 02:53:49",0,2,NA,NA,NA,NA
"3162","Some league racers would miss their own birthday party for a PSGL race","IFR_Joey",1369481587600072704,"2021-03-10 02:53:48",0,0,"",253,225,NA
"3163","RT @RogueCompany: After helping Kestrel foil an assassination attempt during his first Olympic Games, Seeker caught the eyes of an interest…","DanuX13434474",1369481582726283264,"2021-03-10 02:53:47",0,53,NA,NA,NA,NA
"3164","RT @SanditonSister2: Here's the episode 5 GIF Party thread! 👇Jump in and tweet replies with GIFs!

Everyone is welcome to join!
#Sanditon #…","katesanditon",1369481582269116416,"2021-03-10 02:53:47",0,37,"",1030,1198,NA
"3165","@RAVIEB If we’re going to Coachella or a pool party, I’d say Neon but since we’re going Spring but not yet, Tortois… https://t.co/GNwB82JtVG","CatOuellette",1369481578917814272,"2021-03-10 02:53:46",2,0,"",17601,815,NA
"3166","@kaspbee My pitch to my DM was “what if I played a villain &amp; we worked together to undermine the party’s efforts me… https://t.co/hyMzks8pmb","smallfrysteel",1369481578682933248,"2021-03-10 02:53:46",1,0,"Chicago",145,115,NA
"3167","u can come to childe domain Prepared to some extent

but imagine if u found cryo abyss mage without pyro/geo in you… https://t.co/P1Nv8oCJEU","not_traveler",1369481576837378048,"2021-03-10 02:53:46",0,0,"",17,44,NA
"3168","Its just like ""oh God this looks intense even though I know were just like this and nothings wrong but now im self… https://t.co/y1Knj7qsqn","nightkni",1369481572961955840,"2021-03-10 02:53:45",1,0,"she/her, 26, carrd has dni",156,1546,NA
"3169","RT @Despair_of_XDG: @Sasshea_ Way to leave a party...while telling a story.","Her_Purpens",1369481572848562176,"2021-03-10 02:53:45",0,2,"TSB HQ",180,90,NA
"3170","RT @taemzeus: Thinking about the story behind jaewoo’s titanic cosplay for sm 2018 halloween party was just bc jaehyun mentioned he’ll be j…","puppyzeus19",1369481572156649472,"2021-03-10 02:53:45",0,135,"",6,310,NA
"3171","I like Party Shots https://t.co/Z7foHKHwnB https://t.co/8rf0AUOATz","ruka_mikami",1369481571829346304,"2021-03-10 02:53:45",1,0,"",91,97,NA
"3172","@ADTVLive @Arvindharmapuri @BJP4India @BJP4Telangana @tarunchughbjp @JPNadda WHY TRS GOVERNMENT ARRESTING BJP MP OR… https://t.co/wGap5XSo03","fernandes_uday",1369481570055188480,"2021-03-10 02:53:44",0,0,"",11,39,NA
"3173","RT @NhiraInnocent: I'm ready to work and defend my party @mdczimbabwe through thick and thins @nelsonchamisa is my President I will volunta…","Amaikita",1369481565852602368,"2021-03-10 02:53:43",0,12,"Karoi Sinoia ",438,757,NA
"3174","@danstar_80 @meadea Andrews does what the Chinese communist party think is best","TorisCleo",1369481565382733824,"2021-03-10 02:53:43",0,0,"",28,85,NA
"3175","@niahwhitelaw Welcome to the party,love","ChefBoyarBree",1369481564300615680,"2021-03-10 02:53:43",0,0,"Harlem, NYC",116,805,NA
"3176","HELPPP 🆘 !! What do you think I have to wear for tonight's party 🎉? https://t.co/PRdJXzJ5es","Sophie95864",1.369481558651e+18,"2021-03-10 02:53:41",0,0,NA,NA,NA,NA
"3177","RT @MarkTur44546016: @AdamKinzinger You're one of the good ones but the Republican Party is over.","PipkinDebbie",1369481558256672768,"2021-03-10 02:53:41",0,1,"",757,201,NA
"3178","i miss going to psu parties and hearing party in the usa everytime without fail","bbriepeyton",1.36948155738e+18,"2021-03-10 02:53:41",1,0,"",56,56,NA
"3179","RT @PuroPincheSA: Only 8% of Bexar County is fully vaccinated. You can NOT puro pinche party tomorrow.","RichterKay",1369481557208096768,"2021-03-10 02:53:41",0,43,"San Antonio, Texas",1358,5003,NA
"3180","@candyhorns_ MICHAEL WHO YOU DON'T KNOW, MICHAEL FLYING SOLO MICHAEL IN THE BATHROOM BY HIM SELFFFFFF ALL BY HIM SL… https://t.co/X2Bvwz47Re","sheepyexe",1369481556369149952,"2021-03-10 02:53:41",0,0,"⁝ 𝘀𝗵𝗲 ⁝ 𝘁𝗵𝗲𝘆  ⁝ ᴍɪɴᴏʀ ⁝",1143,835,NA
"3181","@JeffreyWozniak6 What account did this used to be? 😂

Anyway, follow @AncappaThaRappa and let’s party","AncappaThaRappa",1369481556222377984,"2021-03-10 02:53:41",1,0,"PA",444,334,NA
"3182","Moore League teams ready to get this long-awaited football party started https://t.co/KOPtJSSWDo","presstelegram",1369481550501457920,"2021-03-10 02:53:40",0,0,"Long Beach, CA",21347,634,NA
"3183","@NadiaWhittomeMP ( 2 )
the farmers who've been chained by the unions and middle men/ land lords and third party ven… https://t.co/sCezoxtTVu","DroveCar",1369481549935153152,"2021-03-10 02:53:39",0,0,"ParambirSingh's Bedroom",1220,1813,NA
"3184","RT @baseballcrank: Via @JonahDispatch, government of the government, by the government, for the government https://t.co/to057818w3 https://…","sbegsc",1369481549452873728,"2021-03-10 02:53:39",0,19,"",38,73,NA
"3185","Nobody is crawling out of Poverty with $1400. You’re wrong to toe the party line with this messaging. https://t.co/29dUDf3MAP","enbtweets_",1369481548031025152,"2021-03-10 02:53:39",2,0,"",120,536,NA
"3186","Congrats Joe! A rising star in the party! 

#nhpolitics https://t.co/ZulscuEgqs","Elliot_Gault",1369481546529452032,"2021-03-10 02:53:39",4,1,"New Hampshire, USA",1476,1041,NA
"3187","@SaiIorTurnee @Jakes__Juice I'm in the party I can confirm this https://t.co/STgzcTbVyc","ertel_ian",1369481546156105728,"2021-03-10 02:53:38",1,0,"203",421,446,NA
"3188","RT @myoshem: Dem a big eediat to. A afta di party gone dem waa talk to har? Why dem neva guh deh guh lock it off n lock up everybody when i…","Chardaemufc",1369481544851742720,"2021-03-10 02:53:38",0,1,"My heart is in Jamaica.",858,805,NA
"3189","Unlike the Assembly elections held between 1991 and 2011, the 2016 elections witnessed a close fight between two Dr… https://t.co/Phb0owDl07","anbuselvan_tnie",1369481544222437376,"2021-03-10 02:53:38",0,0,"Korattur, Chennai, Tamil Nadu",1727,1339,NA
"3190","RT @mahetok12: The only embarrassment I’ve ever had was having the lid of a cooler fall off at a party.","k2swizzle",1369481544121737216,"2021-03-10 02:53:38",0,7,"he/him",522,584,NA
"3191","RT @crimethinc: 100 years ago today, in the newspaper of rebel Kronstadt, members of the Bolshevik Party from one of the warships where the…","RichardMcSundy",1369481539738869760,"2021-03-10 02:53:37",0,23,"Napoli, Campania",1340,4993,NA
"3192","@ronjamesfisher well yes, one is a tweet and one actually involves the NV democratic party operations, there's real… https://t.co/3TJs3DkkxX","colinmdownes",1369481539109720064,"2021-03-10 02:53:37",0,0,"District of Columbia",588,669,NA
"3193","RT @Faiz_INC: Party which successfully cleanse blood stains. How can one who fails to abide to law becomes law maker? Why all criminals are…","SanwalDevendra",1369481537285058560,"2021-03-10 02:53:36",0,4,"",5043,5278,NA
"3194","@kingmick_xx @EnglishTeach07 Normalize having your own beliefs not just total party beliefs","WhynotMcClain",1369481537029345280,"2021-03-10 02:53:36",1,0,"Gower Missouri",728,554,NA
"3195","RT @WilburSoot: My Twitch/YouTube profile picture is an edited photo of me, 8 hours after being dumped by my first girlfriend, drinking at…","speIIingbees",1369481536383426560,"2021-03-10 02:53:36",0,499,"narnia",1141,514,NA
"3196","RT @badvibesnochill: besf0rt devoted a half-hearted half-day to tweeting about the swiss burqa ban before going right back to going scorche…","AasaRaiko",1369481535372591104,"2021-03-10 02:53:36",0,4,"Vastseliina, Eesti",1211,5000,NA
"3197","@KantianLarper They want it to be called a DOTP but the party is in government and only has 5/90 mil of their total pop lmfao","iya_guza_ama",1369481535024467968,"2021-03-10 02:53:36",0,0,"She/her, they/them",230,652,NA
"3198","@EWErickson The party of reactive vs proactive. Lots of drama, opposition &amp; insurrection &amp; your party reliably fail… https://t.co/54z0ZOxFOQ","momNblue",1369481534458245120,"2021-03-10 02:53:36",0,0,"Texas, USA",1294,2340,NA
"3199","Are we still pretending that the GOP is a worker’s party now or no... https://t.co/OADc0Hc5pE","ObsoleteDogma",1369481533573193728,"2021-03-10 02:53:35",216,45,"New York",99582,1622,NA
"3200","RT @srinivasiyc: It's not just Youth Congress,
Nation wants Rahul Gandhi

#MyLeaderRahulGandhi

https://t.co/GYCXmFrmUu","vasuvenugo",1369481532054908928,"2021-03-10 02:53:35",0,510,"",2625,2184,NA
"3201","RT @RealQuoteMining: @BernieSanders If a political party does not have its foundation in the determination to advance a cause that is right…","2whatdotheysay",1369481529609629696,"2021-03-10 02:53:35",0,152,"Earth",76,157,NA
"3202","RT @Bishopsmithy: @KateForbesMSP Nothing like a bit of cross party support. Go get em girl. https://t.co/W9kiwKfWUF","StMichael888",1369481527470522368,"2021-03-10 02:53:34",0,1,"Hampstead. London",2674,4862,NA
"3203","@narendramodi @BJP4India is Balatkari Janta Party and anti women, thats why they have problem with Jai Maa Durga ch… https://t.co/N0Hp0dc6px","NonBhaktIndian",1369481527382265856,"2021-03-10 02:53:34",0,0,"",69,364,NA
"3204","Wrong again. Look at the statistics, the Democrats opposed every Equal Rights bill including the voter Act. They we… https://t.co/8r1S5C19Um","GohenM",1369481523997667328,"2021-03-10 02:53:33",0,0,"",2185,2168,NA
"3205","I’m glad the FBI is arresting all of these criminals attacking the Capital and police but when do they begin arrest… https://t.co/IIcOTxOang","ImTheoMarshall",1369481523984932864,"2021-03-10 02:53:33",0,0,"Santa Monica, CA",2014,2454,NA
"3206","@TABYTCHI His party sees 100k future Democrat voters","kerbaron",1369481523494334464,"2021-03-10 02:53:33",1,0,"The ride that never ends",820,1749,NA
"3207","RT @CawthornforNC: America should put workers first. 

The PRO act does the opposite. 

Democrats have shown their true colors. They are no…","NhraPl",1369481523129417728,"2021-03-10 02:53:33",0,122,"",178,1459,NA
"3208",".@DelaineEastin is the Holy Alliance housing candidate for California Democratic Party chair https://t.co/2tFlNlQODj","TribTowerViews",1369481520138702848,"2021-03-10 02:53:32",7,0,"Oakland ",3648,1021,NA
"3209","@wifehavr we throw a party","angelgotlost",1369481518071095296,"2021-03-10 02:53:32",1,0,"mcyttwt | 14 | she/her",2514,2971,NA
"3210","@LeBulgasali @George_m_Dise @oh_my_ions @GumlerI @shoe0nhead I meet him at the annual Christmas party once shook hi… https://t.co/uXD8nfvbYe","the_marked_one",1369481516770877440,"2021-03-10 02:53:31",0,0,"Mars City",231,913,NA
"3211","@FLICKEROFVIBEZ omg at my bday party we were at a trampoline park and  these 2 girls were standing in the corner wh… https://t.co/QsiIT8tmSB","flightofwalIs",1369481516510715904,"2021-03-10 02:53:31",0,0,"cbyf! 15",1622,1255,NA
"3212","Background: Time is not on our side and management want this app up and running in 2 weeks..

Fix: it's only stagin… https://t.co/xkFaj5ONpz","shaktavist",1369481515168595968,"2021-03-10 02:53:31",1,0,"London, Dubai",1695,4065,NA
"3213","RT @puppers2009: @SteveKingIA @mtgreenee @RepKinzinger Kinzinger  is the Republican party.   Period.  End of story.","robertw95606191",1369481514971521024,"2021-03-10 02:53:31",0,3,"",9,121,NA
"3214","Look, I’m not saying victory is assured, but maybe the party who got so wrapped up in infighting and daggers they c… https://t.co/Rs7DU9DTop","TWLadyGrey",1369481513486651392,"2021-03-10 02:53:31",1,0,"",1646,2495,NA
"3215","RT @ProjectLincoln: Republicans claim to be the party of working-class Americans but not a single one voted for the American Rescue Plan","AnthonyLenhart",1369481511548850176,"2021-03-10 02:53:30",0,19317,"Tulsa, OK",2,60,NA
"3216","@perezznatt_ Lmfaoo 🤣 i feel you girl, did any of the kids try to open her presents? Cause that happened to my son… https://t.co/1vmqZE5yQU","raleigna",1369481510244417536,"2021-03-10 02:53:30",1,0,"",97,94,NA
"3217","@RoyalReporter Holiday parties are typically a time to keep in touch with business contacts, associates, acquaintan… https://t.co/jfHWoGCLNj","goofball1",1369481498420596736,"2021-03-10 02:53:27",0,0,"Los Angeles",133,270,NA
"3218","RT @Glade16: Here we go again!  Well it looks like the real thieves are the Republicans!  They can't win on Policies so let's make it as ha…","Glade16",1369481498395607040,"2021-03-10 02:53:27",0,1,"",160,1589,NA
"3219","@GOPLeader You’ve destroyed your party and nobody cares. But you will pay dearly for destroying our Democracy!… https://t.co/SLiq3TRAfF","RubyRooBlue",1369481497464471552,"2021-03-10 02:53:27",0,0,"",1116,1379,NA
"3220","me hoping to go to the beach or a pool party even tho i didn’t even go to those before 2020 https://t.co/rSJszc5sxv","kateehubbs",1369481495807721472,"2021-03-10 02:53:26",0,0,"ny",433,247,NA
"3221","@MidwinCharles Tim Scott knows that his party spends vast sums of money to disenfranchise black voters and he's fine with it apparently.","asclepiasyriaca",1369481493559586816,"2021-03-10 02:53:26",1,0,"",1013,2560,NA
"3222","I was dressed to go to Chuck E Cheese, not my surprise party 😤❤️ https://t.co/pcKZdPcHC0","LupitaA0308",1369481491512582144,"2021-03-10 02:53:25",3,0,"Denver, CO",414,504,NA
"3223","RT @GamerPres20XX: 8 Democratic senators voted against $15 minimum wage. Call me old fashioned, but when my squadmates start helping other…","tightropebyelo",1369481491038797824,"2021-03-10 02:53:25",0,1384,"",26,129,NA
